-,AC Type,AC Type.1,Aboard,Date,Fatalities,Flight #,Ground,Location,Operator,Registration,Route,Summary,Time,Year,cn / ln,Operator Country,rule_based_category,processed_summary,x,y,kmeans_cluster,hybrid_category,kmeans_cluster_interpretation,category_id
ACCIDENT DETAILS,Bombardier CRJ200,Bombardier CRJ200B-3072,53   (passengers:47  crew:6),"November 21, 2004",53   (passengers:47  crew:6),?,0,"Baotou, Inner Mongolia, China",China Eastern Airlines,B-3072,Baotou - Shanghai,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane.",0820,2004,7697,China,Mechanical failure,frozen lake nanhai park second ice pollution wing led accident failure deice,0.11624402896758516,-0.08029064312956859,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Grumman Gulfstream G3,Grumman Gulfstream G3N85VT,3   (passengers:0  crew:3),"November 22, 2004",3   (passengers:0  crew:3),?,0,"Houston, Texas",Business Jet Services,N85VT,Dallas - Houston,"While on final approach, the aircraft struck a light pole located 1.5 mile short of Runway 04 in thick fog and crashed in a nearby field. The flight crew's failure to adequately monitor and cross check the flight instruments during the approach. Contributing to the accident was the flight crew's failure to select the instrument landing system frequency in a timely manner and to adhere to approved company approach procedures, including the stabilized approach criteria.",0615,2004,449,United States of America,Weather-related,struck light pole located thick fog nearby field failure adequately monitor cross check instrument accident failure select instrument landing system frequency timely manner adhere approved company procedure including stabilized criterion,0.17730747627955892,-0.04774623534881443,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,CASA 212-CC,CASA 212-CCN960BW,6   (passengers:3  crew:3),"November 27, 2004",6   (passengers:3  crew:3),?,0,"Near Bagram, Afghanstan",Presidental Airways Inc. - Air Taxi,N960BW,"Bagram - Farah, Afghanstan","Crashed into a mountain 80 miles west of Bagram while en route. The wreckage site was located a the 14,000 ft. level of a 16,739 ft. mountain. The crew deliberately avoided the standard route and took a joy ride in another direction, eventually becoming trapped in a canyon and slamming into a mountainside.",0820,2004,231,United States of America,Terrain collision,mountain mile bagram wreckage site located level mountain deliberately avoided standard joy ride direction becoming trapped canyon slamming mountainside,0.1624031325928458,0.20830915366485683,9,Terrain collision,Terrain collision,9
ACCIDENT DETAILS,Canadair CL-601-2A12 Challenger,Canadair CL-601-2A12 ChallengerN873G,6   (passengers:3  crew:3),"November 28, 2004",3   (passengers:1  crew:2),73,0,"Montrose, Colorado",Glow Air/Air Castle - Charter,N873G,"Montrose, CO - South Bend, IN","While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions.",0955,2004,3009,United States of America,Weather-related,skidded sideways perimeter fence ripping cockpit fuselage bursting flame light snow falling fog reduced visibility accident chose rather wait plowed youngest nbc sport chairman dick ebersol actress susan saint james killed james exited accident vehicle flightcrew failure wing free ice snow contamination accumulated ground attempted takeoff upper wing contamination induced subsequent stall collision ground accident pilot lack experience flying winter weather condition,0.23568600409684745,-0.026439253335738936,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,McDonnell-Douglas MD-82,McDonnell-Douglas MD-82PK-LMN,163   (passengers:156  crew:7),"November 30, 2004",25   (passengers:23  crew:2),583,0,"Solo, Indonesia",Lion Air,PK-LMN,"Jakarta, Indonesia - Solo, Indonesia","While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash.",1814,2004,49189/1173,Indonesia,Pilot error,land overran barrier fence field broke rest cemetery meter beyond weather malfunctioning spoiler crash,0.13842233248177888,0.012476751959502846,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,PZL-Mielec M28,PZL-Mielec M28GN-97121,16   (passengers:13  crew:3),"December 10, 2004",16   (passengers:13  crew:3),?,0,"El Junquito, Venezuela",Guardia Nacional de Venezuela,GN-97121,Puerto Ayacucho - La Carlota,Crashed while en route in mountainous terrain.,?,2004,AJE001-15,,Terrain collision,mountainous terrain,0.07076145032157619,0.040893897627336466,9,Terrain collision,Terrain collision,9
ACCIDENT DETAILS,Ilyushin II-76TD,Ilyushin II-76TDER-IBW,7   (passengers:0  crew:7),"December 11, 2004",1   (passengers:0  crew:1),?,0,"Near Jeddah, Saudi Arabia",Airline Transport,ER-IBW,Baku - Kabul,A forward emergency exit opened in flight causing one of the crew members to be sucked out. An emergency landing was made in Jeddah.,?,2004,0033448390,Moldova,Combustible gas failure,forward emergency exit opened member sucked emergency landing made jeddah,0.10693570138539397,-0.09807766545730442,1,Combustible gas failure,Combustible gas failure,1
ACCIDENT DETAILS,Embraer EMB-110 Bandeirante,Embraer EMB-110 BandeirantePT-WAK,2   (passengers:0  crew:2),"December 11, 2004",2   (passengers:0  crew:2),?,1,"Uberaba, Brazil",NHR Táxi-Aéreo,PT-WAK,Sao Paulo - Uberaba,"The crew was performing a mail flight under Total Linhas Aéreas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned.",05:30,2004,110071,Brazil,Infrastructure collision,performing mail total linhas reas sao paulo guarulhos uberaba night cargo house located burned,0.11583816636476166,0.003481815145725567,5,Infrastructure collision,Infrastructure collision,5
ACCIDENT DETAILS,Antonov AN-2,Antonov AN-2RA-62597,9   (passengers:7  crew:2),"January 13, 2005",9   (passengers:7  crew:2),?,0,"Tura,Siberia, Russia",Tura Air Enterprise,RA-62597,Vanavara - Tura,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident. Crew error. Ground proximity warning disabled. Artificial horizon not working.,1610,2005,1G177-44,Russian Federation,Pilot error,disappeared radar land hill mile destination poor weather condition existed accident error ground proximity warning disabled artificial horizon working,0.2431635141200469,0.13110018384655317,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Black Hawk helicopter,Black Hawk helicopter?,20   (passengers:18  crew:2),"January 13, 2005",20   (passengers:18  crew:2),?,0,"Manguipayan, Colombia",Military - Colombian government,?,?,The helicopter was on a counter-narcotics mission when it crashed in heavy fog.,?,2005,?,,Weather-related,helicopter counter narcotic mission heavy fog,0.10665707555527136,0.029055367998333297,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Embraer EMB-110 Bandeirante,Embraer EMB-110 BandeiranteN49BA,1   (passengers:0  crew:1),"January 13, 2005",1   (passengers:0  crew:1),?,0,"Keene, New Hampshire",AirNow,N49BA,"Bangor, ME - Concord, NH","The cargo plane diverted to Keene due to poor weather. During the final approach at night, the plane hit the ground short of Runway 02 and was destroyed.",2218,2005,110301,United States of America,Weather-related,cargo diverted keene poor weather night hit ground destroyed,0.28269588483881086,0.15547438565137744,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,CH53E Sea Stallion,CH53E Sea Stallion164536,31   (passengers:29  crew:2),"January 26, 2005",31   (passengers:29  crew:2),?,0,"Rutbah, Iraq",Military - U.S. Marines,164536,Ferrying troops,The helicopter crashed in rain and a sandstorm.,0120,2005,?,,Weather-related,helicopter rain sandstorm,0.05290850279645354,0.002507558465512789,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Let 410UVP-E4,Let 410UVP-E4HA-LAR,2   (passengers:0  crew:2),"January 27, 2005",2   (passengers:0  crew:2),?,0,"Lasi, Hungary",Farnair Hungary,HA-LAR,Bucharest -Lasi,The cargo plane was attempting to land in a snowstorm when it turned left and descended until it crashed a mile from the airport.,0810,2005,871923,Hungary,Pilot error,cargo land snowstorm turned descended,0.15111624913238295,0.020340353626450543,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Lockheed Hercules C.1,Lockheed Hercules C.1XV179,10   (passengers:8  crew:2),"January 30, 2005",10   (passengers:8  crew:2),?,0,"Near Al Taji, Iraq",Military - Royal Air Force,XV179,Bagdad - Balad,"The plane was flying at a low level when it was hit by enemy fire. The right wing separated from the fuselage and the plane lost control, crashed and was destroyed.",1630,2005,4195,,Shot down/Military action,flying low level hit enemy fire wing separated fuselage lost control destroyed,0.21655500628621555,-0.08149226505573455,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Boeing B-737-200,Boeing B-737-200EX-037,104   (passengers:96  crew:8),"February 03, 2005",104   (passengers:96  crew:8),904,0,"Near Kabul, Afghanistan",Kam Air,EX-037,Herat - Kabul,"Unable to land at Kabul because of a blizzard, the crew tried to reach Peshawar, Pakistan but crashed into 11,000 ft. Chaperi Mountain near Kabul.",1700,2005,22075/630,Kyrgyzstan,Terrain collision,unable land kabul blizzard reach peshawar pakistan chaperi mountain near kabul,0.174311966429366,0.17633886103669158,9,Terrain collision,Terrain collision,9
ACCIDENT DETAILS,Ilyushin 76TD,Ilyushin 76TDST-EWB,7   (passengers:0  crew:7),"February 03, 2005",7   (passengers:0  crew:7),?,0,"Near Khartoum, Sudan",Air West,ST-EWB,Sharjah - Khartoum - Nyala,"After developing fuel system problems the cargo flight carrying humanitarian goods, was advised to land at Aad Babaker. The plane did not make it and crashed 15 km east of Khartoum.",0807,2005,23438122,Sudan,Fuel-related,developing fuel system problem cargo carrying humanitarian good advised land aad babaker make east khartoum,0.18770524318578521,-0.055310162057493964,4,Fuel-related,Fuel-related,4
ACCIDENT DETAILS,Cessna 560 Citation V,Cessna 560 Citation VN500AT,8   (passengers:6  crew:2),"February 16, 2005",8   (passengers:6  crew:2),?,0,"Near Pueblo, Colorado",Circuit City Stores - Charter,N500AT,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA","While on approach the business flight descended through IMC until the left wing contacted the ground. The plane crashed into a field and burned. The plane crashed because the pilots failed to notice the airplane had slowed to an unsafe speed and allowed the plane to stall. In addition, there was a thin layer of ice on the aircraft's wings. The flight crew's failure to effectively monitor and maintain airspeed and comply with procedures for deice boot activation on the approach, which caused an aerodynamic stall from which they did not recover. Contributing to the accident was the FAA's failure to establish adequate certification requirements for flight into icing conditions, which led to the inadequate stall warning margin provided by the airplane's stall warning system.",0913,2005,560-0146,United States of America,Weather-related,business descended imc wing contacted ground field burned pilot failed notice slowed unsafe speed stall addition thin layer ice wing failure effectively monitor airspeed comply procedure deice boot activation aerodynamic stall recover accident faa failure establish adequate certification requirement icing condition led inadequate stall warning margin provided stall warning system,0.1822733482521753,-0.07818361592822724,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,de Havilland DHC-6 Twin Otter 300,de Havilland DHC-6 Twin Otter 300P2-MFQ,13   (passengers:10  crew:3),"February 22, 2005",2   (passengers:0  crew:2),?,0,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,P2-MFQ,Tabubil - Bimin,While on approach to Runway 29 the aircraft crashed on a mountain.,1322,2005,174,Papua New Guinea,Shot down/Military action,mountain,0.30349108482590137,0.5679550682812656,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,CASA 212 Aviocar,CASA 212 AviocarP-2032,18   (passengers:14  crew:4),"February 22, 2005",15   (passengers:11  crew:4),?,0,"Off Sarmi, Indonesia
	
Sarmi, Indonesia",Indonesian National Police,"P-2032
P-2032",Jayapura - Sarmi,"On final approach, the aircraft crashed into the sea 100 meters off shore, 400 meters short of runway.",0715,2005,?,North Korea,Shot down/Military action,sea meter shore meter,0.03829202801709765,-0.012773015332553012,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Cessna 500 Citation I,Cessna 500 Citation IYV-21CP,2   (passengers:0  crew:2),"March 08, 2005",2   (passengers:0  crew:2),?,0,"Chrallave, Venezuela",Air Global,YV-21CP,Maturin - Charallave,The cargo plane crashed into a wooded area short of the runway and was destroyed.,0923,2005,500-0115,Venezuela,Cargo mishandling,cargo wooded destroyed,0.1146509081095658,-0.004370610686749358,0,Cargo mishandling,Cargo mishandling,0
ACCIDENT DETAILS,Pilatus-Britten Norman BN-2B-26 Islander,Pilatus-Britten Norman BN-2B-26 IslanderG-BOMG,2   (passengers:1  crew:1),"March 15, 2005",2   (passengers:1  crew:1),?,0,"Off Campbeltown, United Kingdom",Loganair,G-BOMG,Glasgow - Campbeltown,"While on final approach, the air ambulance crashed into the sea at night and in poor visibility.",0015,2005,2205,United Kingdom,Weather-related,air ambulance sea night poor visibility,0.1582350549362484,0.07330026653009072,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Antonov 24,Antonov 24RA-46489,52   (passengers:45  crew:7),"March 16, 2005",28   (passengers:26  crew:2),?,0,"Varandey, Russia",Regional Airlines,RA-46489,Ufa - Usinsk - Perm - Varandey - Naryan Mar,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The planes crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver.",1357,2005,27308107,Russian Federation,Pilot error,russian turboprop carrying oil worker ground caught fire varandey heavy fog make emergency landing kilometer away touched ground fell side broke caught fire error lack coordination blinding whiteness snow disoriented pilot apparently perform wrong maneuver,0.2185839627686512,-0.09828423066111329,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Ilyushin IL-76TD,Ilyushin IL-76TDER-IBR,8   (passengers:0  crew:8),"March 23, 2005",8   (passengers:0  crew:8),?,0,"Off Mwanza, Tanzania",Air Transport,ER-IBR,Mwanza - Khartoum - Zagreb,"The cargo plane, after takeoff and climbing lost altitude and crashed into Lake Victoria.",2307,2005,0043454623,Moldova,Control loss,cargo takeoff climbing lost altitude lake victoria,0.23919504705999473,-0.11225267558982469,2,Control loss,Control loss,2
ACCIDENT DETAILS,Let-410UVP-E,Let-410UVP-EHK-4146,14   (passengers:12  crew:2),"March 26, 2005",8   (passengers:6  crew:2),?,0,"El Embrujo, Providencia Island, Colombia",West Caribbean Airways,HK-4146,Old Providence - San Andres,The small airliner crashed while taking off from the Colombian Caribbean Island of Old Providence. The aircraft climbed to a height of about 100 feet and then lost control and crashed into a hill.,1015,2005,902426,Colombia,Control loss,airliner colombian caribbean old providence climbed height foot lost control hill,0.1306937598825578,-0.05274035389544399,2,Control loss,Control loss,2
ACCIDENT DETAILS,Lockheed Hercules MC-130H,Lockheed Hercules MC-130H87-0127,9   (passengers:0  crew:9),"March 31, 2005",9   (passengers:0  crew:9),?,0,"Near Rovie, Albania",Military - U.S. Air Force,87-0127,Training,While on a training mission the aircraft crashed into a mountainous area and was destroyed.,2000,2005,5118,,Terrain collision,training mission mountainous destroyed,0.03634199520493052,0.0002685501202274506,9,Terrain collision,Terrain collision,9
ACCIDENT DETAILS,de Havilland Canada DHC-6 Twin Otter 100,de Havilland Canada DHC-6 Twin Otter 100PK-LTZ,18   (passengers:15  crew:3),"April 12, 2005",18   (passengers:15  crew:3),?,0,"Enarotali, Indonesia",GT Air,PK-LTZ,Timika - Enarotali,The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.,1210,2005,23,Indonesia,Unclear cause,wreckage found day,0.043043625681085496,0.01610843493214148,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Boeing B-707-3J9C,Boeing B-707-3J9CEP-SHE,169   (passengers:157  crew:12),"April 20, 2005",3   (passengers:3  crew:0),?,0,"Tehran, Iran",Saha Airline Services,EP-SHE,Krish - Teran,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.,2215,2005,21127/915,Iran,Mechanical failure,experiencing landing engine burning taxiing skidded fell kan river passenger infant fell river drowned exiting,0.1198344533936454,-0.1217140311761487,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Mil Mi-8,Mil Mi-8?,11   (passengers:?  crew:?),"April 21, 2005",11   (passengers:?  crew:?),?,0,"Near Baghdad, Iraq",Military - Bulgarian,?,?,Shot down.,?,2005,?,,Shot down/Military action,shot,0.0333696671528166,-0.020897990325937213,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Let 410UVP,Let 410UVPEP-830,13   (passengers:11  crew:2),"April 28, 2005",13   (passengers:11  crew:2),?,0,"Pisco, Peru",Military - Fuerza Del Peru,EP-830,Training,"While taking off on a training flight, the twin engine aircraft stalled and crashed near a petroleum facility near the airport.",1128,2005,790304,Iran,Weather-related,training twin engine stalled near petroleum facility near,0.1267423835028365,-0.10497793230900285,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Swearingen SA.227AC Metro III,Swearingen SA.227AC Metro IIIZK-POA,2   (passengers:0  crew:2),"May 02, 2005",2   (passengers:0  crew:2),23,0,"Near Stratford, New Zealand",Airwork NZ,ZK-POA,Auckland - Blenheim,"The plane entered a spiral descent and broke up. It found the captain noticed a fuel imbalance and opened the crossfeed. This resulted in the plane being flown at a large sideslip angle while still under autopilot control, by means of the rudder trim mechanism. Forty-seven seconds after the cross flow was opened, there was a  ""bank angle"" warning, followed by a warning chime that was presumably a warning they were straying from their correct altitude. The autopilot disengaging, probably due to a servo reaching its torque limit. This meant that there was no compensation applied for the rudder trim input, and the plane entered a roll and steep descent, disintegrating around FL 199. The investigation found poor visibility at night in low cloud was a factor in preventing the pilots realizing sooner.",2214,2005,AC-551B,New Zealand,Weather-related,entered spiral descent broke found captain noticed fuel imbalance opened crossfeed flown sideslip angle autopilot control mean rudder trim mechanism forty second cross flow opened bank angle warning followed warning chime presumably warning straying correct altitude autopilot disengaging probably servo reaching torque limit meant compensation applied rudder trim input entered roll steep descent disintegrating investigation found poor visibility night low cloud preventing pilot realizing,0.13611122221198435,-0.006846948831028784,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Antonov AN-26,Antonov AN-26EK-26060,11   (passengers:7  crew:4),"May 05, 2005",10   (passengers:6  crew:4),?,0,"Near Kisangani, Democratic Republic Congo",Kisangani Airlift,EK-26060,Bangboka - Isiro,The plane was heading for the town of Isiro when it lost radio contact. As it was returning to Kisangani its propeller hit a tree and the plane lost control.,1330,2005,17311107,Armenia,Control loss,heading isiro lost radio contact returning kisangani propeller hit tree lost control,0.17753683843555393,-0.06544788262023032,2,Control loss,Control loss,2
ACCIDENT DETAILS,Swearingen SA-227AC Metro III,Swearingen SA-227AC Metro IIIVH-TFU,15   (passengers:13  crew:2),"May 07, 2005",15   (passengers:13  crew:2),?,0,"Lockhart River, Queensland, Australia",Aero-Tropics,VH-TFU,Bamaga - Lockhart River,"The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach.",1145,2005,DC-818B,Australia,Terrain collision,preparing land remote aboriginal community lockhart river cape york peninsula flying heavy rain wind wreckage found rugged rainforest terrain controled terrain react mountain rising copilot flying qualified undertake instrument landing attempted rnav gnss,0.22773550104449383,0.09368295885811244,9,Terrain collision,Terrain collision,9
ACCIDENT DETAILS,Beech 65-A80 Queenaire,Beech 65-A80 QueenaireCC-CFS,10   (passengers:9  crew:1),"May 16, 2005",10   (passengers:9  crew:1),?,0,"El Portezulo, Argentina",Transportes Aereos Don Carlos - Charter,CC-CFS,"Balmaceda, Argentina - Chile Chiro, Chile",The charter flight crashed a few minutes after takeoff under unkown circumstances.,1220,2005,LD-220,Chile,Unclear cause,charter minute takeoff unkown circumstance,0.09391361597826725,-0.07491000660235168,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Yunshuji Y-12,Yunshuji Y-12AF-216,13   (passengers:8  crew:5),"May 18, 2005",13   (passengers:8  crew:5),?,0,"Mongu, Zambia",Military - Zambia Air Force,AF-216,Lusaka - Livingstone - Mongu - Lusaka,The plane was on its routine operations of delivering military supplies and food to the drought-stricken parts of Southern and Western provinces of Zambia when the accident occurred.  The plane took off from Lusaka and safely reached Livingstone and Mongu. It had just taken off from Mongu on its way back to Lusaka when it crashed.,1327,2005,0089,,Shot down/Military action,routine operation delivering military supply food drought stricken part southern western province zambia accident occurred lusaka safely reached livingstone mongu taken mongu lusaka,0.04677662439813049,-0.0141349896882246,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Antonov AN-12BP,Antonov AN-12BP9Q-CVG,27   (passengers:22  crew:5),"May 25, 2005",27   (passengers:22  crew:5),?,0,"Walungu, Congo",Charter - Maniema Union (owner Victoria Air),9Q-CVG,Goma - Kindu - Kongolo,Crashed into mountains and dense forest. The plane lost contact with the tower 30 minutes after taking off from Goma. The wreckage was found at the bottom of a cliff.,?,2005,4342404,Zaire,Control loss,mountain dense forest lost contact tower minute goma wreckage found bottom cliff,0.15920556170957673,0.1076941379146366,2,Control loss,Control loss,2
ACCIDENT DETAILS,Antonov AN-24B,Antonov AN-24BST-WAL,42   (passengers:36  crew:6),"June 02, 2005",7   (passengers:6  crew:1),430,0,"Khartoom, Sudan",Marsland Aviation,ST-WAL,Kartoom - El Obeid - El Fasher,The plane crashed during takeoff after a fire erupted in the No. 1 engine. The crew aborted the takeoff but crashed at the end of the runway.,1115,2005,6991004,Sudan,Mechanical failure,takeoff fire erupted engine aborted takeoff end,0.21210221208667668,-0.2676898419247784,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Antonov AN-24B,Antonov AN-24B3C-VQR,60   (passengers:54  crew:6),"July 16, 2005",60   (passengers:54  crew:6),?,0,"Baney, Equatorial Guinea",Ecuatair,3C-VQR,"Malabala, Bioko Island - Bata","The airliner disappeared from radar and crashed into dense jungle shortly after taking off from Malabala. A witness saw flames coming from the side of the plane shortly after take-off. The plane then tilted and fell, skidded over trees for a distance of about half a mile and crashed. The plane was overloaded. The aircraft was built to accommodate a maximum of 48 passengers.",1000,2005,79901104,Equatorial Guinea,Shot down/Military action,airliner disappeared radar dense jungle malabala witness saw flame coming side tilted fell skidded tree distance overloaded built accommodate maximum passenger,0.08761761121338034,-0.018258585401920664,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Airbus A-340,Airbus A-340F-GLZQ,309   (passengers:297  crew:12),"August 02, 2005",0   (passengers:0  crew:0),358,0,"Toronto, Canada",Air France,F-GLZQ,"Paris, France - Toronto Canada","The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.",1604,2005,289,France,Weather-related,landed almost overran broke caught fire severe thunderstorm landing rain lightning hail aboard escaped injury landed far rain slick virtually impossible stop ran addition reverse thrust employed second wheel touched,0.13519817893952926,-0.07074920250650689,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,ATR-72-202,ATR-72-202TS-LBB,39   (passengers:35  crew:4),"August 06, 2005",16   (passengers:14  crew:2),1153,0,"Off Palermo, Italy",Tuninter,TS-LBB,"Bari, Italy - Djerba, Tunisia","The aircraft developed engine trouble while en route from Bari Italy to Djerba, Tunisia The crew contacted Palermo ATC for an emergency landing but ditched into the sea approximately 19 miles north of Palermo. The pilot reported that both engines had failed. Fuel starvation. The maintenance crew incorrectly installed a fuel gauge for a ATR-42 on the ATR-72. Both instruments look very similar. A contributing factor was the failure of the crew to carry out proper emergency procedures once the plane ran out of fuel. In March 2009, an Italian court sentenced the pilot, to 10 years of jail for manslaughter. Prosecutors said that after the plane's engines stopped functioning, Garbi failed to follow emergency procedures, and that he could possibly have reached runway 25 of Palermo ""Punta Raisi"" Airport, or even the standard runway 20. Witnesses say he succumbed to panic and began praying out loud, rather than attempting to maneuver the plane to the nearest airport.",1540,2005,258,Tunisia,Fuel-related,developed engine trouble bari italy djerba tunisia contacted palermo atc emergency landing ditched sea mile palermo reported engine failed fuel starvation maintenance incorrectly installed fuel gauge atr atr instrument look similar failure carry proper emergency procedure ran fuel march italian court sentenced year jail manslaughter prosecutor engine stopped functioning garbi failed follow emergency procedure possibly reached palermo punta raisi even standard witness say succumbed panic praying loud rather maneuver nearest,0.25593590625579127,-0.23909136339670833,4,Fuel-related,Fuel-related,4
ACCIDENT DETAILS,Sikorsky S-76C,Sikorsky S-76COH-HCI,14   (passengers:12  crew:2),"August 10, 2005",14   (passengers:12  crew:2),?,0,"Off Talinn, Estonia",Copterline,OH-HCI,"Talinn, Estonia - Helsinki, Finland","The helicopter crashed at sea about 3 miles off the coast near the island of Naissaar, after disappeared from Tallinn ATC radar 3 minutes after take-off from Tallinn in gusty wind conditions. Failure of the power steering system, caused by coating flaking off from servo pistons. The loosened plasma coating flakes blocked the return valves of the servos, causing the aircraft to abruptly lose its maneuverability",1243,2005,760508,Finland,Mechanical failure,helicopter sea mile coast near naissaar disappeared tallinn atc radar minute tallinn gusty wind condition failure power steering system coating flaking servo piston loosened plasma coating flake blocked return valve servo abruptly lose maneuverability,0.16360948376106,-0.03443908489118993,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Boeing 737-31S,Boeing 737-31S5B-DBY,121   (passengers:115  crew:6),"August 14, 2005",121   (passengers:115  crew:6),522,0,"Near Grammatikos, Greece",Helios Airways,5B-DBY,"Larnaca, Cyprus - Athens, Greece - Prague, Czech Republic","While flying at FL340 towards Athens the crew reported problems with their air conditioning system. As the airliner entered Greek airspace ATC lost contact with the plane. Two Greek F-16 fighters were dispatched to intercept the plane. The F-16 pilots reported that one pilot was not in the cockpit and the other was slumped over the controls. They also said oxygen masks had deployed in the cabin. The plane continued on its programmed route to a holding pattern off the coast of Greece and flew in circles for two hours. Meanwhile, at least two flight attendants had stayed awake using portable oxygen bottles but they couldn't get through the locked, terrorist-proof cockpit door. It was only when one engine failed from fuel starvation that the computer-controlled systems aboard the plane unlocked the door. The plane continued on track until it crashed into mountainous terrain about 25 miles north of Athens. CVR tapes showed that a student pilot/flight attendant, Andreas Prodromou, was at the controls of the aircraft and tried to send a Mayday message twice but the radio was set to the wrong frequency. The cabin pressure control had been  left in the manual, instead of auto position by maintenance workers. The error was not picked up by the two pilots during three subsequent check lists. They failed to respond to warnings as oxygen masks fell in the passenger cabin which eventually  led to the two pilots losing consciousness and the plane crashing.",1220,2005,29099/2982,Cyprus,Fuel-related,flying towards athens reported problem air conditioning system airliner entered greek airspace atc lost contact greek fighter dispatched intercept pilot reported cockpit slumped control oxygen mask deployed cabin programmed holding pattern coast greece flew circle hour meanwhile least attendant stayed awake using portable oxygen bottle locked terrorist proof cockpit door engine failed fuel starvation computer controlled system aboard unlocked door track mountainous terrain mile athens cvr tape attendant andreas prodromou control send mayday message twice radio set wrong frequency cabin pressure control manual auto position maintenance worker error picked pilot subsequent check list failed respond warning oxygen mask fell passenger cabin led pilot losing consciousness crashing,0.19358535824354173,-0.08678252453530245,4,Fuel-related,Fuel-related,4
